Position,Relative_Position,Position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/Ti,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
306.5,813.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,813.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.5,814.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,814.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.5,815.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,815.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.5,816.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,816.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.5,817.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,817.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.5,818.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,818.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.5,819.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,819.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.5,820.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,820.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.5,821.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,821.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.5,822.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,822.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.5,823.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,823.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317.5,824.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,824.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.5,825.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,825.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.5,826.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,826.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.5,827.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,827.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.5,828.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,828.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.5,829.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,829.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.5,830.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,830.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.5,831.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,831.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.5,832.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,832.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.5,833.41,833.43,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,833.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.5,834.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,834.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.5,835.41,835.43,33.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,835.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.5,836.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,836.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.5,837.41,837.43,30.34,1.35,20013,57170,0.350061221,544,6356,5.82315922,66,283,62,4253,37774,37902,37012,933,0.025208041,81466,2.201069923,287.8657244,591,45,43,710,0,623,0,739,1095,112,933,43,0,0,125,739,0,352,133,1408,389,563,786,67,0,789,89,604,413,389,0,0,90,0,62,0,64,320,0,23,41,0,209,57,80
331,837.91,,,1.17,21715,63795,0.340387178,561,6565,5.715003808,52,320,115,4343,40424,39956,37519,1771,0.047202751,85312,2.27383459,266.6,554,75,65,624,130,465,0,738,1246,136,1020,104,67,71,89,544,78,551,139,1475,509,656,531,930,28,976,216,370,129,371,75,77,0,30,0,93,36,583,8,10,29,126,0,104,39
331.5,838.41,,,1.33,20707,69198,0.299242753,585,6791,5.685466058,26,362,100,4312,39587,39282,38610,1479,0.038306138,82267,2.130717431,227.2569061,642,117,0,612,77,1086,0,786,1198,231,796,25,88,69,95,784,0,495,186,1378,462,591,784,714,0,766,0,420,66,472,0,113,84,0,0,0,0,0,0,24,91,0,599,129,56
332,838.91,,,1.1,22011,73545,0.299286151,587,6666,5.867986799,16,308,62,4257,39429,38342,39116,1061,0.02712445,85721,2.191456182,278.3149351,592,156,120,627,135,733,0,778,1101,34,945,113,0,40,86,326,315,539,126,1484,474,616,230,636,0,780,365,476,315,362,8,0,65,15,0,38,80,303,39,0,14,0,174,139,35
332.5,839.41,839.43,29.66,1.21,21019,59732,0.351888435,629,6854,5.486139481,30,311,15,4279,40612,38391,37602,1182,0.031434498,81867,2.177198021,263.2379421,559,89,56,588,119,666,0,656,1130,148,892,153,147,63,93,311,175,415,114,1444,416,702,543,311,0,690,251,504,334,400,15,38,75,84,81,51,0,342,0,39,71,0,260,12,100
333,839.91,,,1.32,22466,67586,0.33240612,538,6612,6.056412583,49,296,104,4228,39671,38557,40045,1268,0.031664378,81613,2.038032214,275.7195946,644,183,66,641,62,847,0,807,1218,111,968,27,0,14,92,877,0,505,144,1664,475,640,511,790,11,1153,234,477,176,369,0,94,78,111,4,17,77,282,219,0,99,53,274,0,35
333.5,840.41,,,1.29,21696,64112,0.338407786,603,6750,5.828148148,97,284,34,4311,40400,38818,39340,1345,0.03418912,84139,2.138764616,296.2640845,556,99,162,699,120,1165,0,728,1124,73,1006,48,119,16,108,490,188,456,133,1603,312,659,793,776,0,1061,291,657,386,413,0,0,163,28,0,0,85,0,124,34,233,71,503,71,32
334,840.91,,,1.52,22937,62312,0.368099243,605,6629,5.789259315,35,376,69,4241,40580,39530,38377,1428,0.037209787,83418,2.173645673,221.856383,439,184,6,725,132,608,0,744,1273,123,1045,20,75,16,90,907,0,445,108,1517,429,586,437,767,0,961,199,433,230,395,0,33,143,0,0,0,67,425,0,42,174,41,142,114,63
334.5,841.41,841.43,29.09,1.35,20933,65447,0.319846593,543,6749,5.857904875,35,302,110,4363,40432,38838,39535,1249,0.03159226,82192,2.078968003,272.1589404,548,107,98,690,73,645,0,773,1392,183,935,43,45,29,114,726,0,450,109,1557,479,494,846,996,0,854,246,469,180,347,34,18,40,0,0,38,18,211,93,60,11,0,354,195,46
335,841.91,,,1.63,23265,58717,0.396222559,638,6622,6.049380852,54,241,98,4183,40766,41056,40059,1324,0.033051249,81696,2.039391897,338.9875519,594,233,54,988,83,763,19,680,1501,260,922,77,76,43,78,528,86,429,97,1631,376,617,300,591,0,793,370,420,311,320,0,15,89,0,0,0,223,158,0,0,17,110,325,150,108
335.5,842.41,,,1.26,22091,57605,0.383491016,653,6672,5.873351319,35,289,129,4317,40936,41461,39187,1595,0.040702274,81616,2.082731518,282.4083045,508,61,27,677,167,929,136,790,1401,154,832,85,13,73,90,558,179,634,124,1555,505,547,754,688,0,1058,150,579,133,487,137,111,0,7,0,66,104,228,25,0,22,77,231,142,23
336,842.91,,,1.18,21500,59784,0.359627994,610,6516,6.088858195,36,312,54,4259,40075,40873,39675,1193,0.030069313,82127,2.069993699,263.2275641,512,113,156,633,67,791,0,687,1238,139,1045,29,28,13,93,491,230,457,136,1401,354,639,573,919,0,613,361,467,309,283,80,0,47,111,0,21,0,371,67,0,0,111,129,98,260
336.5,843.41,843.43,31.78,1.24,20766,57231,0.362845311,616,6897,5.806582572,46,249,64,4329,42534,38349,40048,588,0.014682381,78832,1.968437875,316.5943775,563,51,40,643,139,876,0,726,1315,175,1073,37,65,0,32,690,0,513,93,1599,402,596,718,800,0,740,256,599,208,538,64,131,41,0,0,38,96,7,105,80,57,24,494,95,136
337,843.91,,,1.49,20486,58411,0.350721611,632,7311,5.543701272,32,242,83,4255,43720,38677,40530,580,0.014310387,79947,1.97253886,330.3595041,414,116,70,833,69,859,38,879,1243,248,1066,195,28,17,44,715,0,442,65,1525,418,666,667,1145,0,889,276,574,134,431,0,43,156,0,0,0,68,14,0,0,149,72,306,189,67
337.5,844.41,,,1.28,20829,56665,0.367581399,583,7029,5.540190639,59,275,61,4430,41673,39599,38942,1435,0.036849674,81643,2.09652817,296.8836364,609,38,78,793,45,657,0,751,1258,190,965,54,0,20,60,605,0,416,105,1420,484,601,651,307,0,492,118,546,294,419,110,0,0,0,17,0,104,261,26,0,37,0,166,58,77
338,844.91,,,1.25,21366,59399,0.359703025,605,7096,5.450676437,40,369,103,4357,41533,39980,38678,875,0.02262268,82721,2.138709344,224.1761518,578,126,133,801,159,459,0,743,1167,0,1122,69,0,48,79,547,185,339,119,1388,405,649,559,672,0,718,241,538,356,375,0,0,211,0,46,0,138,531,157,54,128,14,64,0,70
338.5,845.41,845.43,33.56,1.32,20192,60648,0.332937607,566,7122,5.369137883,51,290,74,4304,40255,39862,38239,1892,0.049478281,79354,2.075211172,273.6344828,641,125,59,674,37,549,0,870,1197,138,893,46,63,30,98,669,125,374,118,1466,495,489,811,213,0,656,163,455,211,388,0,0,212,5,40,0,0,302,0,0,111,0,340,164,73
339,845.91,,,1.37,21160,60737,0.348387309,616,7363,5.294445199,57,257,89,4405,42980,42533,38983,1301,0.033373522,82711,2.121719724,321.8326848,731,134,95,708,65,649,0,737,1297,141,934,155,110,6,87,233,163,474,103,1475,430,650,574,72,0,576,257,539,323,301,0,0,67,0,0,0,84,202,0,106,120,0,341,85,72
339.5,846.41,,,1.25,21211,58600,0.361962457,586,7245,5.240441684,76,259,138,4322,42240,40931,37967,1088,0.028656465,82655,2.177022151,319.1312741,694,198,94,785,100,925,0,758,1287,189,922,55,29,33,90,533,105,423,154,1405,446,787,647,447,0,624,330,495,321,342,0,10,78,0,0,0,65,14,25,98,61,48,395,178,8
340,846.91,,,1.32,19343,64302,0.300814905,667,7169,5.346212861,23,318,131,4439,43339,43439,38327,991,0.025856446,84986,2.217392439,267.2515723,601,124,168,718,71,715,59,773,1324,212,940,103,59,0,138,572,110,469,61,1409,394,645,895,433,0,470,402,546,413,248,110,0,0,0,76,66,107,285,71,73,36,6,279,112,133
340.5,847.41,847.43,33.88,1.27,21679,57264,0.378579911,662,6713,5.654699836,43,312,54,4391,41407,40982,37960,1124,0.029610116,84351,2.222102213,270.3557692,575,107,106,465,37,894,57,735,1233,204,961,171,33,46,58,529,159,591,130,1529,515,589,527,806,0,808,314,541,383,302,0,0,83,205,0,0,0,0,0,0,68,65,395,165,99
341,847.91,,,1.29,21807,62856,0.346935853,552,6721,5.803749442,56,305,105,4364,41823,41974,39007,951,0.024380239,87221,2.236034558,285.9704918,685,154,68,739,117,536,34,853,1133,98,1020,179,41,21,45,396,207,405,147,1445,461,598,470,551,0,584,180,478,268,456,82,36,54,0,64,0,26,399,67,0,33,21,123,147,28
341.5,848.41,,,1.41,22285,58769,0.379196515,576,6915,5.700939986,90,310,90,4451,41826,41885,39422,1150,0.029171529,85056,2.157576987,274.3741935,576,136,114,769,83,868,25,803,1245,107,833,141,58,4,139,843,0,544,212,1515,455,755,655,306,0,1083,296,686,463,297,0,0,216,0,84,13,72,133,109,32,13,32,375,128,93
342,848.91,,,1.33,21827,61241,0.356411554,627,7165,5.552547104,110,288,101,4473,42566,42857,39784,1493,0.037527649,84508,2.124170521,293.4305556,585,102,74,716,151,878,0,679,1377,160,912,0,67,11,7,641,96,506,132,1559,353,735,614,893,0,942,246,426,227,315,151,48,11,0,0,78,80,79,6,128,6,0,328,83,36
342.5,849.41,849.43,36.86,1.32,22146,59576,0.37172687,651,7170,5.539051604,37,273,56,4234,43215,41235,39715,1308,0.032934659,86729,2.183784464,317.6886447,651,164,109,695,88,897,0,760,1329,88,835,111,4,65,44,169,372,442,115,1478,430,663,601,253,15,761,159,476,230,408,0,36,254,0,32,0,47,0,48,76,130,29,478,7,0
343,849.91,,,1.34,21587,62461,0.345607659,659,7617,5.294866745,60,289,66,4221,44139,42690,40331,1233,0.030572017,86588,2.14693412,299.6124567,545,158,36,492,90,584,54,833,1250,0,1179,80,0,47,53,647,0,496,147,1571,449,616,640,523,0,1112,370,542,328,467,0,61,44,173,0,0,0,372,115,0,120,0,0,0,0
343.5,850.41,,,1.48,21123,58915,0.35853348,668,7372,5.227618014,68,299,118,4346,41791,44203,38538,865,0.022445379,82525,2.141392911,276.0033445,514,143,73,724,90,489,0,746,1473,161,1193,8,0,67,103,631,0,574,127,1576,468,425,503,916,0,960,115,513,191,347,0,0,88,0,0,10,104,417,0,0,56,47,103,162,165
344,850.91,,,1.23,22793,58608,0.388905951,667,7239,5.416632132,32,273,202,4225,42190,43155,39211,869,0.022162148,83844,2.138277524,307.1208791,545,189,146,743,95,445,0,847,1442,125,1075,83,0,17,73,599,33,497,47,1504,445,514,241,611,32,824,218,313,205,237,0,0,145,0,36,0,95,280,0,0,92,100,120,216,253
344.5,851.41,851.43,38.65,1.34,21558,57062,0.377799586,650,7078,5.401667138,60,302,143,4353,41731,40468,38233,1275,0.033348155,85453,2.235058719,282.9569536,729,140,54,766,136,797,0,768,1304,204,960,89,58,0,94,894,0,566,106,1564,364,692,563,586,0,795,171,520,156,387,0,7,117,7,0,0,65,106,0,0,23,0,375,224,180
345,851.91,,,1.21,22793,57867,0.39388598,599,6795,5.735688006,61,284,43,4291,41159,40819,38974,1421,0.036460204,84199,2.160388977,296.4753521,713,106,0,858,118,534,79,966,1319,86,1066,144,83,0,113,404,120,366,56,1415,480,630,126,134,71,760,155,419,211,440,0,64,169,0,0,0,25,504,18,0,59,0,0,179,101
345.5,852.41,,,1.19,23448,60723,0.386146929,589,6811,5.971810307,30,326,96,4264,42156,41050,40674,1125,0.027658947,85751,2.108250971,263.0398773,570,5,79,585,93,803,14,846,1298,151,962,39,0,0,46,712,0,486,163,1439,491,541,331,1082,0,1003,153,489,126,386,162,62,0,127,0,0,0,143,0,0,19,5,484,93,155
346,852.91,,,1.28,21493,65436,0.328458341,587,6916,5.784123771,71,288,66,4433,41268,40910,40003,1231,0.030772692,88051,2.201109917,305.7326389,654,184,103,637,122,1024,36,772,1238,174,712,93,31,0,146,491,209,413,75,1461,503,444,739,844,0,828,285,517,274,334,0,0,186,52,0,0,0,0,0,0,159,0,690,165,49
346.5,853.41,853.43,33.18,1.34,21844,64962,0.33625812,698,7195,5.5676164,74,323,43,4348,42542,41709,40059,1501,0.037469732,88292,2.204049028,273.3498452,694,171,105,686,128,830,0,629,1129,221,990,42,30,0,90,143,459,439,143,1477,477,618,727,791,0,850,308,541,238,396,0,132,90,0,18,0,97,238,88,207,105,122,209,77,0
347,853.91,,,1.34,19482,63103,0.308733341,656,7284,5.407742998,0,306,62,4450,42266,42999,39390,1420,0.036049759,86048,2.184513836,281.2026144,666,88,26,695,88,799,69,854,1203,193,904,41,0,0,66,597,75,508,94,1490,376,701,951,130,0,670,186,600,348,434,0,0,102,0,0,0,12,251,95,0,113,41,201,67,0
347.5,854.41,,,1.41,21226,57414,0.36970077,597,6992,5.707093822,72,319,86,4307,42822,40021,39904,1108,0.02776664,84493,2.117406776,264.8683386,485,202,79,798,91,626,0,855,1093,14,845,42,9,32,111,391,314,413,160,1484,470,672,594,666,0,817,240,413,151,386,0,26,120,0,0,32,46,341,0,0,45,103,137,143,144
348,854.91,,,1.32,20455,58602,0.34904952,668,7225,5.46366782,5,305,62,4204,43100,40426,39475,1153,0.02920836,84325,2.136162128,276.4754098,530,113,101,732,84,731,28,822,1170,188,1009,129,43,8,67,329,239,398,122,1384,419,691,910,631,0,838,380,611,282,407,0,20,52,0,0,0,85,286,90,0,77,48,232,155,40
348.5,855.41,855.43,28.06,1.28,21745,63183,0.34415903,667,7676,5.294945284,41,303,86,4187,44912,41732,40644,1917,0.047165633,88322,2.173063675,291.4917492,604,150,81,734,161,918,57,759,1271,216,687,105,0,80,89,356,145,448,146,1553,490,669,434,777,63,806,194,410,187,349,0,29,155,0,17,0,39,0,146,0,48,105,561,78,190
349,855.91,,,1.23,20939,64885,0.322709409,665,7579,5.412191582,74,286,113,4296,44506,42423,41019,1429,0.034837514,89593,2.18418294,313.2622378,508,110,83,736,131,576,0,872,1342,107,883,67,0,0,120,585,261,373,127,1636,498,702,616,883,0,803,237,455,197,338,0,59,64,0,0,28,20,524,0,0,0,47,0,173,176
349.5,856.41,,,1.29,20361,61838,0.32926356,757,7648,5.428216527,0,225,44,4317,45008,42450,41515,1207,0.029073829,89041,2.144791039,395.7377778,645,75,94,764,60,654,104,745,1262,89,1000,90,54,23,32,468,271,402,87,1447,501,576,840,570,0,723,271,605,367,457,79,0,0,0,0,46,178,496,98,0,0,27,0,175,33
350,856.91,,,1.29,22491,59412,0.378559887,685,7559,5.376769414,17,258,122,4322,44357,43028,40643,1519,0.03737421,89068,2.191472086,345.2248062,681,117,116,882,99,854,7,767,1210,138,1041,104,0,102,102,616,27,460,191,1541,485,636,597,442,59,793,458,475,302,262,15,20,47,0,0,0,28,186,0,18,149,0,307,118,30
350.5,857.41,857.43,24.32,1.28,20011,58333,0.343047675,691,7690,5.112353706,18,309,133,4460,44411,42944,39314,1434,0.036475556,89115,2.266749758,288.3980583,535,66,57,734,156,891,0,710,1206,113,757,150,11,0,88,548,0,505,160,1472,374,750,1105,711,0,742,284,550,286,393,33,48,52,0,55,92,118,160,57,47,0,73,297,258,0
351,857.91,,,1.24,20515,55378,0.370453971,623,7407,5.231537735,33,289,87,4466,41886,42080,38750,1217,0.031406452,86552,2.2336,299.4878893,541,96,120,762,129,791,0,555,1148,188,939,38,77,30,13,657,0,500,125,1516,401,636,562,615,0,887,409,498,294,368,13,42,93,0,0,17,38,272,173,73,52,0,101,0,140
351.5,858.41,,,1.33,20569,58465,0.351817327,722,8314,4.840750541,75,326,96,4361,42918,43288,40246,1329,0.033021915,91973,2.285270586,282.1257669,592,132,40,903,88,847,17,766,1149,151,989,0,0,68,148,851,0,446,100,1544,520,637,641,862,0,847,288,423,145,369,0,54,62,0,80,0,170,310,0,0,81,61,66,127,128
352,858.91,,,1.18,21449,60041,0.35723922,789,8680,4.835714286,21,285,68,4305,44968,43014,41974,1230,0.029303855,93561,2.229022728,328.2842105,765,260,110,862,94,1054,129,745,1229,186,882,138,76,15,96,358,418,416,48,1358,509,573,459,451,0,529,320,520,392,455,0,0,158,0,0,28,68,175,23,0,9,0,338,131,89
352.5,859.41,859.43,23.19,1.24,20306,61373,0.330862105,715,8543,4.822778883,67,309,81,4062,45256,44001,41201,1740,0.042231985,91472,2.220140288,296.02589,629,70,27,797,174,803,0,735,1140,152,1100,43,0,65,24,736,0,338,73,1568,346,644,819,704,0,718,54,472,205,470,24,56,62,0,0,0,86,306,0,109,109,0,102,142,0
353,859.91,,,1.19,20655,62398,0.331020225,798,8923,4.6887818,66,374,117,4055,45608,43967,41838,1681,0.040178785,91021,2.175558105,243.3716578,605,198,87,829,130,888,5,735,1187,178,1047,107,0,38,88,362,190,460,217,1647,421,718,714,896,51,773,486,478,281,355,0,83,131,0,0,15,156,271,151,48,58,0,223,101,0
353.5,860.41,,,1.31,20911,62368,0.33528412,879,9359,4.609359974,60,302,60,3959,47017,45289,43139,1771,0.041053339,91752,2.126892139,303.8145695,701,115,76,899,97,837,17,799,1404,193,990,40,36,19,84,295,488,496,78,1637,507,515,812,627,0,783,222,533,236,413,0,29,144,0,48,24,80,261,164,0,57,23,381,71,75
354,860.91,,,1.24,21486,62730,0.342515543,836,9448,4.583933108,93,413,138,4081,47730,44797,43309,1164,0.026876631,91612,2.115310905,221.8208232,621,84,0,574,94,756,23,912,1259,133,1181,0,8,24,107,675,99,502,130,1647,590,603,690,898,0,869,180,512,202,558,0,58,122,266,0,0,0,318,40,0,0,0,198,162,173
354.5,861.41,861.43,22.38,1.2,22348,63144,0.353921196,816,9319,4.603712845,136,315,125,4136,47158,44470,42902,1562,0.036408559,92176,2.148524544,292.6222222,758,84,68,758,90,684,57,858,1299,112,1174,28,63,32,145,563,160,623,167,1623,428,720,412,670,31,681,183,485,211,519,165,22,0,92,0,95,72,424,42,0,0,8,128,42,54
355,861.91,,,1.5,21433,61064,0.350992401,844,9030,4.842635659,124,341,90,4392,46316,45169,43729,1073,0.024537492,90410,2.067506689,265.1319648,620,130,53,626,135,740,0,672,1255,71,1052,93,0,0,61,472,191,406,93,1362,509,638,603,927,0,695,242,592,218,488,0,83,102,76,0,0,0,190,42,52,89,16,297,91,36
355.5,862.41,,,1.29,21222,60628,0.350036287,800,8769,4.872049264,87,302,72,4416,45773,42617,42723,726,0.016993189,90269,2.112890012,298.9039735,650,157,173,920,160,785,44,899,1185,66,1035,35,0,27,94,429,233,459,113,1543,410,672,477,811,0,905,421,532,330,281,0,7,118,0,0,0,161,357,8,0,101,30,124,107,180
356,862.91,,,1.21,20373,61188,0.332957443,783,8550,4.759532164,59,274,83,4644,44230,41532,40694,1099,0.027006438,85741,2.106969086,312.9233577,654,148,13,650,55,713,0,779,1395,110,1020,72,35,14,31,435,188,444,136,1478,493,636,518,449,0,743,169,443,207,406,0,43,27,0,0,0,0,316,0,0,165,65,190,147,45
356.5,863.41,863.43,20.9,1.3,19919,65149,0.305745292,780,8408,4.865247383,71,294,107,4487,43697,41823,40907,1327,0.032439436,86848,2.123059623,295.4013605,514,95,57,720,80,460,0,716,1343,223,1305,146,26,72,119,801,0,523,136,1466,378,674,620,856,59,755,233,419,272,354,19,49,72,74,0,10,23,603,29,74,10,28,0,143,87
357,863.91,,,1.25,20691,58801,0.351881771,752,8093,4.8402323,33,247,73,4670,42245,39857,39172,1527,0.038981926,82286,2.100633105,333.1417004,578,257,156,716,103,703,0,601,1375,111,956,66,61,38,106,466,179,366,130,1469,314,697,424,417,181,574,389,335,283,283,91,62,0,0,0,39,30,330,0,174,67,21,137,71,0
357.5,864.41,,,1.37,18151,56509,0.321205472,727,7729,5.020054341,45,276,70,4732,40882,38752,38800,1381,0.035592784,79130,2.03943299,286.7028986,593,219,78,823,93,620,0,657,1196,60,912,11,0,5,29,453,187,434,78,1197,344,550,878,612,0,636,235,471,275,443,0,31,147,0,23,0,17,265,0,18,132,14,220,83,33
358,864.91,,,1.38,18779,58475,0.321145789,776,7743,4.96215937,58,266,108,4657,40830,38992,38422,695,0.018088595,79917,2.07998022,300.4398496,446,169,90,578,115,882,0,805,1229,83,956,47,50,0,87,244,282,391,134,1431,431,576,679,969,0,650,332,427,222,275,0,0,173,61,12,0,0,195,14,0,95,26,286,97,66
358.5,865.41,865.43,18.77,1.28,19417,56275,0.345037761,735,7369,4.986022527,50,332,205,4577,39680,38011,36742,854,0.023243155,79591,2.166213053,239.7319277,593,99,62,820,101,458,0,787,1075,60,1100,47,0,0,87,177,285,513,68,1360,421,718,520,975,0,656,199,486,153,440,60,63,58,0,0,20,153,496,0,58,44,66,0,164,7
359,865.91,,,1.18,20029,54538,0.367248524,651,7517,4.910469602,70,338,168,4524,39907,38430,36912,1538,0.041666667,79169,2.144803858,234.2278107,632,194,83,667,80,1008,15,731,1152,13,764,32,22,54,89,488,199,458,145,1459,459,601,584,250,92,701,250,426,160,366,21,88,0,0,0,16,58,0,33,0,64,12,514,152,95
359.5,866.41,,,1.11,19427,54682,0.355272302,627,7081,5.048015817,30,264,115,4690,39033,37535,35745,526,0.014715345,78107,2.1851168,295.8598485,556,152,127,611,56,804,0,831,1185,204,1096,106,69,0,0,356,253,429,109,1298,423,463,524,347,0,747,339,506,345,352,22,34,71,51,0,16,26,51,30,0,72,0,387,153,0
